objectid,title,title-es,title-ura,type,type-es,type-ura,description,description-es,description-ura,material,material-es,material-ura,subject,subject-es,subject-ura,object_location,image_small,image_thumb,display_template,location,location-es,location-ura,creator,creator-es,creator-ura,language,source,source-es,source-ura
2007.5144,Bolsa,,,Accesorios de vestimenta,,,"<p>La bolsa casi cuadrada tiene una correa. La correa y la bolsa tienen el mismo tejido. El bolso tiene rayas marrones horizontales, flanqueadas por marrón oscuro y separadas por rayas naturales claras. La correa es de color natural claro. Finales 1800-1996;77 x 37 cm; 30 5/16 x 14 9/16 pulgadas</p>",,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5145,Bag,,,Clothing accessory,,,<p>The large rectangular bag has a strap. There are two wide stripes of dark brown with orange and brown between with a light natural field and strap. The strap is knotted.&nbsp;Late 1800s-1996.&nbsp;73 x 56 cm; 28 3/4 x 22 1/16 in</p>,,,plant fiber;weaving;dyeing,,,Plant fiber;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5145,risiine kaje ichutari siiüra,,,Accesorios de vestimenta,,,"<p>kaa siüra tabai te janujuine risine kaje jarauti küanekiin, nichata kulua lanaji, sumaji jichujui naujuai ke, rei kujuite jiarueke</p>",,,risiine,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta;risiine,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5145,Bolsa,,,Accesorios de vestimenta,,,<p>La bolsa rectangular grande tiene una correa. Hay dos franjas anchas de color marrón oscuro con naranja y marrón entre medio con un campo natural claro y una correa. La correa está anudada;Finales de 1800-1996;73 x 56 cm; 28 3/4 x 22 1/16 pulgadas</p>,,,fibra de planta;tejido;tintura,,,Fibra de planta;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5146,Bag,,,Clothing accessory,,,"<p>The small square woven bag has a strap. The bag has horizontal stripes in red, green, dark blue, bright pink and orange. The strap is a looser weave, and has blocks of yellow, bright pink and red. Late 1800s-1996.&nbsp;37 x 19 cm; 14 9/16 x 7 1/2 in</p>",,,string;weaving;dyeing,,,String;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5146,kajiune bichu kusiiüra,,,Accesorios de vestimenta,,,"<p>kaa siüra te janujuine kajiune bichu kaje, ainchijia, jaraujiriti küanekiin arai laüriin kuluin beraürisiujuai, lanaji, lanaajiujuai, kafaajiujai naujuai ke, jana rei kujuite jiarueke kulutenuinein lanaji lanaajijuai, kafaji naujui ke.</p>",,,kajiune bichu,,,Cuerda;Tejido;Tintura;Accesorios de vestimenta;kajiune bichu,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5146,Bolsa,,,Accesorios de vestimenta,,,"<p>La pequeña bolsa tejida cuadrada tiene una correa. El bolso tiene rayas horizontales en rojo, verde, azul oscuro, rosa brillante y naranja. La correa es de tejido más suelto y tiene bloques de color amarillo, rosa brillante y rojo. Finales 1800-1996;37 x 19 cm; 14 9/16 x 7 1/2 pulgadas</p>",,,cuerda;tejido;tintura,,,Cuerda;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5147,kajiune bichu kusiiüra rijiaee kuluui,,,Accesorios de vestimenta,,,"<p>kaa siüra te janujuine kajiune bichu kaje, ainchijia, jiunueki küanekiin arai laüriin kuluin lanaji, kafaji, sumaajiujuai naujuia ke, jana rei kujuite karate kajiune bichu lanaji janujuinein.</p>",,,kajiune bichu,,,Cuerda;Tejido;Tintura;Accesorios de vestimenta;kajiune bichu,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5147,Bag,,,Clothing accessory,,,<p>The small woven bag has a strap. The bag has yellow and orange stripes with a light blue bottom. It has a red strap with a bit of light blue at the top. Late 1800s-1996.&nbsp;45 x 18 cm; 17 11/16 x 7 1/16 in</p>,,,string;weaving;dyeing,,,String;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5147,Bolsa,,,Accesorios de vestimenta,,,<p>La pequeña bolsa tejida tiene una correa. La bolsa tiene rayas amarillas y naranjas con un fondo azul claro. Tiene una correa roja con un poco de azul claro en la parte superior. Finales 1800-1996;45 x 18 cm; 17 11/16 x 7 1/16 pulgadas</p>,,,cuerda;tejido;tintura,,,Cuerda;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5155,Bag,,,Clothing accessory,,,<p>The square woven bag has a handle. The bag is a light natural color with two yellow stripes and one brown stripe.&nbsp;Late 1800s-1996.&nbsp;69 x 34 cm; 27 1/8 x 13 3/8 in</p>,,,Possibly palm fiber;weaving;dyeing,,,Possibly palm fiber;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5155,alasine kusiüra sumaae kuluui,,,Accesorios de vestimenta,,,"<p>kaa siüra te jiunueke, sumaji, kafaekueriii, jichuajiajuai, naujuia ke kulutenuinein,rei kulu sumaji te jaraatuane jana rei kujuite jiarueke sumajaain.</p>",,,alasine,,,Posiblemente fibra de palma;Tejido;Tintura;Accesorios de vestimenta;alasine,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5155,Bolsa,,,Accesorios de vestimenta,,,<p>La bolsa tejida cuadrada tiene un asa. El bolso es de color natural claro con dos franjas amarillas y una franja marrón;Finales de 1800-1996;69 x 34 cm; 27 1/8 x 13 3/8 pulgadas</p>,,,Posiblemente fibra de palma;tejido;tintura,,,Posiblemente fibra de palma;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5156,kajiune bichu kusiiüra seuunjua,,,Accesorios de vestimenta,,,"<p>kaa siürate jiunuare, rijiaki nutaain, rijiaae kuluin, sumaji beraürisiujuai naujuai ke kulutenuinein, jana rei kujui te jaraate, sumaji, jichujui, beraürisiujuai naujuai ke kulutenuinein.</p>",,,kajiune bichu,,,Hilo;Tejido;Tintura;Accesorios de vestimenta;kajiune bichu,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5156,Bag,,,Clothing accessory,,,"<p>The rectangular bag is open on the short end. It has horizontal blue and pink stripes. Half of the handle is pink and most of the remaining half is blue but the portion adjacent to the bag is dark red, blue, green and pink. Late 1800s-1996.&nbsp;69 x 30 cm; 27 1/8 x 11 3/4 in</p>",,,yarn;weaving;dyeing,,,Yarn;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5156,Bolsa,,,Accesorios de vestimenta,,,"<p>La bolsa rectangular está abierta en el extremo corto. Tiene rayas horizontales azules y rosas. La mitad del asa es rosa y la mayor parte de la mitad restante es azul, pero la parte adyacente a la bolsa es de color rojo oscuro, azul, verde y rosa. Finales 1800-1996;69 x 30 cm; 27 1/8 x 11 3/4 pulgadas</p>",,,hilo;tejido;tintura,,,Hilo;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5157,Bag,,,Clothing accessory,,,"<p>The trapezoidal bag has a light natural colored open weave handle. The bag has horizontal stripes in red, bright pink, dark yellow, orange, black, green, dark blue and dark green. Late 1800s-1996.&nbsp;76 x 39 cm; 29 7/8 x 15 3/8 in</p>",,,yarn;weaving;dyeing,,,Plant fiber;Yarn;Weaving;Dyeing;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5157,Bolsa,,,Accesorios de vestimenta,,,"<p>La bolsa trapezoidal tiene un asa de tejido abierto de color natural claro. El bolso tiene rayas horizontales en rojo, rosa brillante, amarillo oscuro, naranja, negro, verde, azul oscuro y verde oscuro. Finales 1800-1996;76 x 39 cm; 29 7/8 x 15 3/8 pulgadas</p>",,,hilo;tejido;tintura,,,Hilo;Tejido;Tintura;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5159,beree aari kaje,,,Esculturas,,,"<p>kaa bereete kanai ene kujuaaji nekuatijianaja neein jaüre aari kaje, kuütüriteen, bijiteein, tijiateein kacha kuüjünakaneein.</p>",,,aari,,,Madera;Tallado;Escultura;aari,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5159,Doll,,,Sculpture,,,<p>The very roughly carved human figure has a stub-like suggestion of arms and widely spaced legs. There are no facial features or other decoration. It is made of light natural wood. Late 1800s-1996.&nbsp;21 x 7.5 x 4 cm; 8 1/4 x 2 15/16 x 1 9/16 in</p>,,,wood;carving,,,Wood;Carving;Sculpture,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5159,Muñeca,,,Esculturas,,,"<p>La figura humana detalladamente tallada tiene una sugerencia de brazos y piernas muy separadas. No hay rasgos faciales u otra decoración. Está hecho de madera natural clara. Finales de 1800-1996;21 x 7,5 x 4 cm; 8 1/4 x 2 15/16 x 1 9/16 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Escultura,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.516,beree juueti,,,Esculturas,,,"<p>kaa bereete kanai ene kujuaaji nekuatijianaja neein jaüre aari kaje, kuütüriteen, bijiteein, tijiateein kacha kuüjünakaneein feruekiin.</p>",,,aari,,,Madera;Tallado;Escultura;aari,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.516,Doll,,,Sculpture,,,<p>The very roughly carved human figure has a stub-like suggestion of arms and widely spaced legs. There are no facial features or other decoration. It is made of light natural wood. Late 1800s-1996.&nbsp;33 x 7 x 4.5 cm; 13 x 2 3/4 x 1 3/4 in</p>,,,wood;carving,,,Wood;Carving;Sculpture,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.516,Muñeca,,,Esculturas,,,"<p>La figura humana detalladamente tallada tiene una sugerencia de brazos y piernas muy separadas. No hay rasgos faciales u otra decoración. Está hecho de madera natural clara. Finales de 1800-1996;33 x 7 x 4,5 cm; 13 x 2 3/4 x 1 3/4 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Escultura,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5161,beree kicha,,,Esculturas,,,"<p>kaa bereete kanai ene kujuaaji nekuatijianaja neein jaüre aari kaje, kuütüriteen, bijiteein, tijiateein kacha kuüjünakaneein.</p>",,,aari,,,Madera;Tallado;Escultura;aari,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5161,Doll,,,Sculpture,,,<p>The very roughly carved human figure has a stub-like suggestion of arms and widely spaced legs. There are no facial features or other decoration. It is a light natural colored wood. Late 1800s-1996.&nbsp;22.5 x 6 x 3.5 cm; 8 7/8 x 2 3/8 x 1 3/8 in</p>,,,wood;carving,,,Wood;Carving;Sculpture,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5161,Muñeca,,,Esculturas,,,"<p>La figura humana detalladamente tallada tiene una sugerencia de brazos y piernas muy separadas. No hay rasgos faciales u otra decoración. Es una madera de color natural claro. Finales de 1800-1996;22,5 x 6 x 3,5 cm; 8 7/8 x 2 3/8 x 1 3/8 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Escultura,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5162,beree ene,,,Esculturas,,,"<p>kaa bereete kanai ene kujuaaji nekuatijianaja neein jaüre aari kaje, kuütüriteen, bijiteein, tijiateein kacha kuüjünakaneein, richa teein.</p>",,,aari,,,Madera;Piel de rana;Cuerda;Tallado;Escultura;aari,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5162,Doll,,,Sculpture,,,<p>The very roughly carved human figure has a stub-like suggestion of arms and widely spaced legs. There are no facial features. There are two strips of frog skin wrapped around string and tied around neck. It is a light natural colored wood. Late 1800s-1996.&nbsp;11.5 x 3.5 x 2.5 cm; 4 1/2 x 1 3/8 x 1 in</p>,,,wood;frog skin;string;carving,,,Wood;Frog skin;String;Carving;Sculpture,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5162,Muñeca,,,Esculturas,,,"<p>La figura humana detalladamente tallada tiene una sugerencia de brazos y piernas muy separadas. No hay rasgos faciales. Hay dos tiras de piel de rana envueltas alrededor de una cuerda y atadas alrededor del cuello. Es una madera de color natural claro. Finales de 1800-1996;11,5 x 3,5 x 2,5 cm; 4 1/2 x 1 3/8 x 1 pulgadas</p>",,,madera;piel de rana;cuerda;tallado,,,Madera;Piel de rana;Cuerda;Tallado;Escultura,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5163,tuuntu,,,Instrumentos musicales,,,"<p>kaa tuuntu te tujuijie rei küani, enüa jachüinte jeraneein jakari ke füin naüa ke enue balürakaain jeraneein inuri ke jiününüin janujuine, inuri ke te kujuitenuine. Aünu tuteürüane kutuuntu teürüa naja neeinte nelate.</p>
",,,"enüa jachünujui, iinuri, ubana kari (jakari)",,,enüa jachünujui;iinuri;ubana kari (jakari);Madera;Fibra de planta;Piel de pecarí;Posiblemente escondido;Instrumentos musicales,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5163,Drum,,,Musical instrument,,,<p>The cylindrical drum has wooden sides and a peccary skin head on one end that is light colored with small dots. There is a hide of an unknown animal on the other end. Both heads are stretched and held in place with dark brown plant fiber rings. Strings of twisted plant fiber span the distance between the plant fiber rings. There is a strap of twisted plant fiber string tied at the middle of the drum.&nbsp;Circa 1991.&nbsp;20.5 x 25 cm; 8 1/16 x 9 13/16 in</p>,,,wood;plant fiber;peccary skin;possibly hide,,,Wood;Plant fiber;Peccary skin;Possibly hide;Musical instruments,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5163,Tambor,,,Instrumentos musicales,,,"<p>El tambor cilíndrico tiene lados de madera y una cabeza de piel de pecarí en un extremo que es de color claro con pequeños puntos. Hay una piel de un animal desconocido en el otro extremo. Ambas cabezas están estiradas y sujetas con anillos de fibra vegetal de color marrón oscuro. Las cuerdas de fibra vegetal retorcida abarcan la distancia entre los anillos de fibra vegetal. Hay una correa de cuerda de fibra vegetal torcida atada en el centro del tambor. Circa 1991. 20,5 x 25 cm; 8 1/16 x 9 13/16 pulgadas</p>",,,madera;fibra de planta;piel de pecarí;posiblemente escondido,,,Madera;Fibra de planta;Piel de pecarí;Posiblemente escondido;Instrumentos musicales,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5164,Fan,,,Clothing accessory,,,"<p>The five fan elements are possibly individual pieces, tied together with a plant fiber string. Each element has two clusters of dark grey feathers tied at either end of two sticks. Late 1800s-1996.&nbsp;29 x 13 x 6.5 cm; 11 3/8 x 5 1/8 x 2 1/2 in</p>",,,Slate-colored hawk feathers;wood;plant fiber,,,Slate-colored hawk feathers;Wood;Plant fiber;Clothing accessory,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5164,kuaairi kuinaru,,,Accesorios de vestimenta,,,"<p>kaa kuairi kuinaru te üüjiri jichujui itaru üjüi kaje jaaüre, aküsi kete nichatajaenanai teiin rei makui ichujuain eta kaje jurejureerinai tein ichujuaain ichaküre</p>",,,üüjiri itaru üjüi;aküsi;iinuri,,,Plumas de halcón color pizarra;Madera;Fibra de planta;Accesorios de vestimenta;üüjiri itaru üjüi;aküsi;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5164,Abanico,,,Accesorios de vestimenta,,,"<p>Los cinco elementos del abanico son posiblemente piezas individuales, atadas con una cuerda de fibra vegetal. Cada elemento tiene dos racimos de plumas de color gris oscuro atadas a cada extremo de dos palos. Finales 1800-1996;29 x 13 x 6,5 cm; 11 3/8 x 5 1/8 x 2 1/2 pulgadas</p>",,,Plumas de halcón color pizarra;madera;fibra de planta,,,Plumas de halcón color pizarra;Madera;Fibra de planta;Accesorios de vestimenta,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5165,Small Basket with Handle,,,Container,,,<p>The small round basket has a flat bottom and sides that taper toward the top. They are light natural color with three dark yellow bands. Another dark yellow band is on the bottom. It has a thin braided handle. Late 1800s-1996.&nbsp;7 x 13 cm; 2 3/4 x 5 1/8 in</p>,,,plant fiber;weaving;possibly dyeing;braiding,,,Plant fiber;Weaving;Possibly dyeing;Braiding;Container,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5165,Cesto pequeño con colgadera,,,Recipientes,,,<p>La pequeña canasta redonda tiene un fondo plano y lados que se estrechan hacia la parte superior. Son de color natural claro con tres bandas de color amarillo oscuro. Otra banda de color amarillo oscuro está en la parte inferior. Tiene un mango fino trenzado. Finales 1800-1996;7 x 13 cm; 2 3/4 x 5 1/8 pulgadas</p>,,,fibra de planta;tejido;posiblemente tintura;trenzado,,,Fibra de planta;Tejido;Posiblemente tintura;Trenzado;Recipientes,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5166,Baby's Hammock,,,Furniture and furnishings,,,"<p>The small hammock is for a baby. It has a wooden rod at either end with twisted plant fiber strings netted between. Most of the hammock is light natural colored but there are two stripes of dark brown, brown, and dark brown. There are two clusters of round dark brown seeds at one end and two pieces of bone (peccary scapulae) hang off one side. It has braided strings to tie the hammock to support.&nbsp;Late 1800s-2007.&nbsp;76 x 34 cm; 29 7/8 x 13 3/8 in</p>",,,plant fiber;peccary bone;seeds;wood;netting;braiding,,,Plant fiber;Peccary bone;Seeds;Wood;Netting;Braiding;Furniture and furnishings,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5166,Hamaca para niño,,,Muebles y accesorios,,,"<p>La hamaca pequeña es para un bebé. Tiene una barra de madera en cada extremo con cuerdas de fibra vegetal retorcidas enredadas entre ellas. La mayor parte de la hamaca es de color natural claro, pero hay dos franjas de color marrón oscuro, marrón y marrón oscuro. Hay dos racimos de semillas redondas de color marrón oscuro en un extremo y dos piezas de hueso (omóplato de pecarí) cuelgan de un lado. Tiene hilos trenzados para atar la hamaca al soporte. Finales 1800-2007. 76 x 34 cm; 29 7/8 x 13 3/8 pulgadas</p>",,,fibra de planta;hueso de pecarí;semillas;madera;malla;trenzado,,,Fibra de planta;Hueso de pecarí;Semillas;Madera;Malla;Trenzado;Muebles y accesorios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5167,Hammock,,,Furniture and furnishings,,,<p>The hammock is made of netted strings of twisted plant fibers. It is light natural with stripes of light brown and grey. The support ropes are grey and fuzzy. The hammock is currently bundled with support ropes tied around the bundle to secure it.&nbsp;Late 1800s-1996.&nbsp;42 x 30 x 19 cm bundled; 16 1/2 x 11 3/4 x 7 1/2 in bundled</p>,,,plant fiber;netting;possibly dyeing,,,Plant fiber;Netting;Possibly dyeing;Furniture and furnishings,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5167,Hamaca,,,Muebles y accesorios,,,"<p>La hamaca está hecha de cuerdas entrelazadas de fibras vegetales retorcidas. Es de color natural claro con rayas de color marrón claro y gris. Las cuerdas de soporte son grises y borrosas. Actualmente, la hamaca está atada con cuerdas de soporte atadas alrededor del fardo para asegurarlo. Finales del siglo XIX-1996. 42 x 30 x 19 cm atada; 16 1/2 x 11 3/4 x 7 1/2 en paquete</p>",,,fibra de planta;malla;posiblemente tintura,,,Fibra de planta;Malla;Posiblemente tintura;Muebles y accesorios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5168,janulari kuüjünaka enua kaje,,,Máscaras,,,"<p>kaa janulari kuüjünaka te jaüre aari kaje, nuta , irichu, nasi, nujüae, katü naujuiüri jaainte jaaüre, kanaaniürü ksataürüa najane ke te jaaüre.</p>",,,aari,,,aari;Cartón;Caparazón de cangrejo;Piel de caimán;Pintura;Pigmento;Cuerda de plástico;Cuerda de algodón;Máscaras,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5168,Mask,,,Masks,,,"<p>The mask is made from corrugated board. It is currently flattened, so the original shape is unknown. It has large ears at the sides of the top that are black with panels of cayman skin. The painted face has cartoon-like eyes and a crab carapace for a nose held on with red plastic string. There are panels of cayman skin at the upper facing left corner of the face and the facing right side of the face. The rectangular corrugated panels on either side of the bottom are painted black. It was intended to be worn during a carnival.&nbsp;Late 1800s-1996.&nbsp;54.5 x 45 x 12 cm; 21 7/16 x 17 11/16 x 4 3/4 in</p>",,,Cardboard;crab shell;cayman skin;paint;pigment;plastic string;cotton string,,,Cardboard;Crab shell;Cayman skin;Paint;Pigment;Plastic string;Cotton string;Masks,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5168,Máscara,,,Máscaras,,,"<p>La máscara está hecha de cartón corrugado. Actualmente está aplanado, por lo que se desconoce la forma original. Tiene grandes orejas a los lados de la parte superior que son negras con paneles de piel de caimán. La cara pintada tiene ojos de dibujos animados y un caparazón de cangrejo en la nariz sujeto con una cuerda de plástico rojo. Hay paneles de piel de caimán en la esquina superior izquierda de la cara y en el lado derecho de la cara. Los paneles corrugados rectangulares a cada lado del fondo están pintados de negro. Estaba destinado a ser usado durante un carnaval;Finales de 1800-1996;54.5 x 45 x 12 cm; 21 7/16 x 17 11/16 x 4 3/4 pulgadas</p>",,,Cartón;caparazón de cangrejo;piel de caimán;pintura;pigmento;cuerda de plástico;cuerda de algodón,,,Cartón;Caparazón de cangrejo;Piel de caimán;Pintura;Pigmento;Cuerda de plástico;Cuerda de algodón;Máscaras,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5169,Hamaca,,,Muebles y accesorios,,,<p>La hamaca estaba hecha de hilos retorcidos de fibras vegetales de colores naturales claros. Tiene rayas longitudinales de color marrón y marrón oscuro. Cada extremo de la hamaca tiene un segmento envuelto para colgar;Finales de 1800-1996;Aproximadamente 252 x 90 cm; aproximadamente 99 3/16 x 35 3/8 pulgadas</p>,,,fibra de planta;malla;tintura,,,Fibra de planta;Malla;Tintura;Muebles y accesorios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5169,Hammock,,,Furniture and furnishings,,,<p>The hammock was made from twisted strings of light natural colored plant fibers. It has longitudinal stripes of brown and dark brown. Each end of the hammock has a wrapped segment for hanging.&nbsp;Late 1800s-1996.&nbsp;Approximately 252 x 90 cm; approximately 99 3/16 x 35 3/8 in</p>,,,plant fiber;netting;dyeing,,,Plant fiber;Netting;Dyeing;Furniture and furnishings,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.517,Large Basket with Strap,,,Container,,,<p>The large basket has a square bottom and a round rim. It is dark brown. A strip of plant fiber is tied to the rim at two points on one side to act as a strap.&nbsp;Late 1900s-2007.&nbsp;43 x 47.5 x 44 cm; 16 7/8 x 18 11/16 x 17 5/16 in</p>,,,plant fiber;weaving,,,Plant fiber;Weaving;Container,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.517,Cesto grande con correa,,,Recipientes,,,"<p>La cesta grande tiene un fondo cuadrado y un borde redondo. Es marrón oscuro. Una tira de fibra vegetal se amarra al borde en dos puntos de un lado a modo de correa;Finales de 1900-2007;43 x 47,5 x 44 cm; 16 7/8 x 18 11/16 x 17 5/16 pulgadas</p>",,,fibra de planta;tejido,,,Fibra de planta;Tejido;Recipientes,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5171,Broom,,,Tools,,,<p>The broom has a straight wooden handle. The bristle portion has a woven band at the top and the fibers are split to make bristles. The bristles are bound together with a band of yellow wire and a second band of green string.&nbsp;Late 1800s-2007.&nbsp;143 x 28 x 12 cm; 56 1/4 x 11 x 4 3/4 in</p>,,,wood;plant fiber;wire;string;iron;weaving,,,Wood;Plant fiber;Wire;String;Iron;Weaving;Tools,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
